id|platform_type|genres|controllers
HALP|Channel||wiimote, nunchuk
HAPE|Channel|software|wiimote, mii
HAPJ|Channel|software|wiimote, mii
HAPP|Channel|software|wiimote, mii
HATE|Channel|software|wiimote, nintendods
HATJ|Channel|software|wiimote, nintendods
HATP|Channel|software|wiimote, nintendods
HAVJ|Channel|simulation, software|wiimote, mii
HAVK|Channel|simulation|wiimote, nunchuk
HAVP|Channel|simulation, software|wiimote, mii
HAWE|Channel|action, adventure, shooter, first-person shooter, software|wiimote
HAWP|Channel|action, adventure, shooter, first-person shooter, software|wiimote
HAYA|Channel|multimedia, software|wiimote
HAYC|Channel|multimedia, software|wiimote, nunchuk
HAYK|Channel|multimedia, software|wiimote, nunchuk
HBNJ|Channel|software|wiimote, mii
HC2D|Channel|multimedia, software|wiimote
HC3J|Channel|software|wiimote, nunchuk
HC4E|Channel|multimedia|wiimote, nunchuk
HC4P|Channel|multimedia, software|wiimote
HCAJ|Channel|music|wiimote, nunchuk
HCAP|Channel|music, karaoke, software|wiimote, nintendods
HCBJ|Channel||wiimote, nunchuk
HCCJ|Channel||wiimote
HCDJ|Channel|software|wiimote, mii
HCFE|Channel|software|wiimote, wiispeak, nunchuk, mii
HCFJ|Channel|software|wiimote, wiispeak, mii
HCFK|Channel|software|wiimote, wiispeak, nunchuk, mii
HCFP|Channel|software|wiimote, wiispeak, mii
HCGE|Channel|educational, multimedia, software|wiimote, nunchuk
HCGJ|Channel|educational, multimedia, software|wiimote, nunchuk
HCGP|Channel|educational, multimedia, software|wiimote
HCGX|Channel|educational, multimedia, software|wiimote
HCHJ|Channel|software|wiimote
HCIJ|Channel|multimedia, software|wiimote, mii, nintendods
HCJP|Channel|multimedia, software|wiimote
HCLE|Channel|multimedia, software|wiimote
HCLP|Channel|software|wiimote
HCMP|Channel|multimedia, software|wiimote
HCQE|Channel|multimedia, software|wiimote, nunchuk
HCQJ|Channel|multimedia, software|wiimote, nunchuk
HCRE|Channel|software|wiimote
HCRJ|Channel|software|wiimote
HCRK|Channel|software|wiimote, nunchuk
HCRP|Channel|software|wiimote
HCSE|Channel|software|wiimote, nunchuk
HCSJ|Channel|software|wiimote, nunchuk, classiccontroller
HCSP|Channel|software|wiimote
HCTE|Channel|software|wiimote, nunchuk
HCTJ|Channel|software|wiimote, nunchuk
HCTP|Channel|software|wiimote
HCUE|Channel||wiimote, nunchuk
HCUJ|Channel||wiimote, nunchuk
HCUP|Channel||wiimote, nunchuk
HCVA|Channel||wiimote, nunchuk
HCWE|Channel|multimedia, software|wiimote, nunchuk
HCWP|Channel|multimedia, software|wiimote, nunchuk
HCXE|Channel|multimedia, software|wiimote
HCXJ|Channel|multimedia, software|wiimote
HCXP|Channel|multimedia, software|wiimote
HCYE|Channel|software|wiimote, nunchuk
HCYJ|Channel|software|wiimote, nunchuk
HCYP|Channel|software|wiimote
HFNJ|Channel||wiimote, balanceboard, mii, nunchuk
OSCW|Channel|software|wiimote
RFNE|Channel|sports, health, fitness|wiimote, nunchuk, balanceboard
RFNJ|Channel|sports, health, fitness|wiimote, nunchuk
RFNK|Channel|sports, health, fitness|wiimote, nunchuk
RFNP|Channel|health, coaching, exercise, fitness, software|wiimote, balanceboard, mii, nunchuk
RFNW|Channel|sports, health, fitness|wiimote, nunchuk
RFPE|Channel|sports, health, fitness|wiimote, balanceboard, mii, nunchuk
RFPJ|Channel|sports, health, fitness|wiimote, balanceboard, mii, nunchuk
RFPK|Channel|sports, health, fitness|wiimote, balanceboard, mii, nunchuk
RFPP|Channel|health, coaching, exercise, fitness, software|wiimote, balanceboard, mii, nunchuk
RFPW|Channel|sports, health, fitness|wiimote, balanceboard, mii, nunchuk
RGWE|Channel||wiimote, nunchuk
RGWJ|Channel||wiimote, nunchuk
RGWP|Channel|action, software|wiimote
RGWX|Channel|action, software|wiimote
RMCE|Channel|racing, kart racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
RMCJ|Channel|racing, kart racing|wiimote, nunchuk, classiccontroller, gamecube, wheel, mii
RMCK|Channel|racing, kart racing|wiimote, nunchuk
RMCP|Channel|racing, party, kart racing, motorcycle racing, software|wiimote, nunchuk, classiccontroller, gamecube, wheel, mii
9XGX|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
BA01|Homebrew|demo|
D01A|Homebrew|software|wiimote, nunchuk
D02A|Homebrew||wiimote, nunchuk
D03A|Homebrew||wiimote, nunchuk
D05A|Homebrew||wiimote, nunchuk
D06A|Homebrew||wiimote, nunchuk
D07A|Homebrew||wiimote, nunchuk
D08A|Homebrew||wiimote, nunchuk
D09A|Homebrew||wiimote, nunchuk
D0AA|Homebrew||wiimote, nunchuk
D0BA|Homebrew||wiimote, nunchuk
D0CA|Homebrew||wiimote, nunchuk
D0DA|Homebrew||wiimote, nunchuk
D0EA|Homebrew||wiimote, nunchuk
D0FA|Homebrew||wiimote, nunchuk
D0GA|Homebrew||wiimote, nunchuk
D0HA|Homebrew||wiimote, nunchuk
D0IA|Homebrew||wiimote, nunchuk
D0JA|Homebrew||
D0KA|Homebrew||wiimote, nunchuk
D0LA|Homebrew||wiimote, nunchuk
D0MA|Homebrew||wiimote, nunchuk
D0NA|Homebrew||
D0OA|Homebrew||wiimote, nunchuk
D0PA|Homebrew||wiimote, nunchuk
D0QA|Homebrew||wiimote, nunchuk
D0RA|Homebrew||wiimote, nunchuk
D0SA|Homebrew||wiimote, nunchuk
D0TA|Homebrew||wiimote, nunchuk
D0UA|Homebrew||wiimote, nunchuk
D0VA|Homebrew||wiimote, nunchuk
D0WA|Homebrew||wiimote, nunchuk
D0XA|Homebrew||wiimote, nunchuk
D0YA|Homebrew||wiimote, nunchuk
D0ZA|Homebrew||wiimote, nunchuk
D10A|Homebrew||wiimote, nunchuk
D11A|Homebrew||wiimote, nunchuk
D12A|Homebrew||wiimote, nunchuk
D13A|Homebrew||wiimote, nunchuk
D14A|Homebrew||wiimote, nunchuk
D15A|Homebrew||wiimote, nunchuk
D16A|Homebrew||wiimote, nunchuk
D17A|Homebrew|action, shooter, rail shooter|wiimote, zapper
D18A|Homebrew||wiimote, nunchuk
D1LA|Homebrew||wiimote, nunchuk
D1PA|Homebrew||wiimote, nunchuk
D1RA|Homebrew||wiimote, nunchuk
D21A|Homebrew||wiimote, nunchuk
D22A|Homebrew||wiimote, nunchuk
D24A|Homebrew||wiimote, nunchuk
D26A|Homebrew||wiimote, nunchuk, classiccontroller, gamecube
D2AA|Homebrew||wiimote, nunchuk
D2BA|Homebrew||wiimote, nunchuk
D2CA|Homebrew||wiimote, nunchuk
D2DA|Homebrew||wiimote, nunchuk
D2EA|Homebrew||wiimote, nunchuk
D2GA|Homebrew||wiimote, nunchuk
D2QA|Homebrew||
D2ZA|Homebrew||wiimote, nunchuk
D33A|Homebrew||wiimote, nunchuk
D36A|Homebrew||wiimote, nunchuk
D37A|Homebrew||wiimote, nunchuk
D38A|Homebrew||wiimote, nunchuk
D39A|Homebrew||wiimote, nunchuk
D3DA|Homebrew||wiimote, nunchuk
D3JA|Homebrew||wiimote, nunchuk
D3KA|Homebrew||wiimote, nunchuk
D3LA|Homebrew||wiimote, nunchuk
D3MA|Homebrew||wiimote, nunchuk
D3OA|Homebrew||wiimote, nunchuk
D3QA|Homebrew||
D3WA|Homebrew||wiimote, nunchuk
D40A|Homebrew||wiimote, nunchuk
D42A|Homebrew||wiimote, nunchuk
D43A|Homebrew||wiimote, nunchuk
D46A|Homebrew||wiimote, nunchuk
D4KA|Homebrew||wiimote, nunchuk
D4LA|Homebrew||
D4NA|Homebrew||wiimote, nunchuk
D4PA|Homebrew||wiimote, nunchuk
D4QA|Homebrew||
D4SA|Homebrew||wiimote, nunchuk
D51A|Homebrew||wiimote, nunchuk
D52A|Homebrew||wiimote, nunchuk
D54A|Homebrew||wiimote, nunchuk
D55A|Homebrew||wiimote, nunchuk
D56A|Homebrew||wiimote, nunchuk
D57A|Homebrew||
D58A|Homebrew||wiimote, nunchuk
D59A|Homebrew||wiimote, nunchuk
D5AA|Homebrew||wiimote, nunchuk
D5BA|Homebrew||wiimote, nunchuk
D5CA|Homebrew||wiimote, nunchuk
D5FA|Homebrew||wiimote, nunchuk
D5HA|Homebrew||wiimote, nunchuk
D5JA|Homebrew||wiimote, nunchuk
D5LA|Homebrew||wiimote, nunchuk
D5RA|Homebrew||wiimote, nunchuk
D60A|Homebrew||wiimote, nunchuk
D61A|Homebrew||wiimote, nunchuk
D62A|Homebrew||wiimote, nunchuk
D63A|Homebrew||wiimote, nunchuk
D64A|Homebrew||wiimote, nunchuk, classiccontroller
D65A|Homebrew||wiimote, nunchuk
D66A|Homebrew||wiimote, nunchuk
D68A|Homebrew||wiimote, nunchuk
D69A|Homebrew||wiimote, nunchuk
D6AA|Homebrew||wiimote, nunchuk
D6BA|Homebrew||wiimote, nunchuk
D6DA|Homebrew||wiimote, nunchuk
D6EA|Homebrew||wiimote, nunchuk
D6FA|Homebrew||wiimote, nunchuk
D6HA|Homebrew||wiimote, nunchuk
D6IA|Homebrew||wiimote, nunchuk
D6KA|Homebrew||wiimote, nunchuk
D6MA|Homebrew||wiimote, nunchuk
D6OA|Homebrew||wiimote, nunchuk
D6QA|Homebrew||wiimote, nunchuk
D6TA|Homebrew||wiimote, nunchuk
D70A|Homebrew||wiimote, nunchuk
D71A|Homebrew||wiimote, nunchuk
D72A|Homebrew||
D78A|Homebrew||wiimote, nunchuk, classiccontroller, gamecube
D79A|Homebrew||wiimote, nunchuk
D7AA|Homebrew||wiimote, nunchuk
D7DA|Homebrew||wiimote, nunchuk
D7GA|Homebrew||wiimote, nunchuk
D7KA|Homebrew||wiimote, nunchuk
D7LA|Homebrew||wiimote, nunchuk
D7MA|Homebrew||wiimote, nunchuk
D7OA|Homebrew||wiimote, nunchuk
D7QA|Homebrew||wiimote, nunchuk
D7SA|Homebrew||wiimote, nunchuk
D7TA|Homebrew||wiimote, nunchuk
D7VA|Homebrew||wiimote, nunchuk
D7WA|Homebrew||wiimote, nunchuk
D7XA|Homebrew||wiimote, nunchuk
D7YA|Homebrew||wiimote, nunchuk
D81A|Homebrew||wiimote, nunchuk
D82A|Homebrew||wiimote, nunchuk
D83A|Homebrew||wiimote, nunchuk
D84A|Homebrew||wiimote, nunchuk
D85A|Homebrew||wiimote, nunchuk
D86A|Homebrew||wiimote, nunchuk
D87A|Homebrew||wiimote, nunchuk
D88A|Homebrew||wiimote, nunchuk
D89A|Homebrew||wiimote, nunchuk
D8AA|Homebrew||wiimote, nunchuk
D8BA|Homebrew||wiimote, nunchuk
D8CA|Homebrew||wiimote, nunchuk
D8DA|Homebrew||wiimote, nunchuk
D8EA|Homebrew||wiimote, nunchuk
D8FA|Homebrew||wiimote, nunchuk
D8JA|Homebrew||wiimote, nunchuk
D8QA|Homebrew||wiimote, nunchuk
D8RA|Homebrew||wiimote, nunchuk
D8SA|Homebrew||wiimote, nunchuk
D8UA|Homebrew||wiimote, nunchuk
D8VA|Homebrew||wiimote, nunchuk
D8WA|Homebrew||wiimote, nunchuk
D8XA|Homebrew||wiimote, nunchuk
D8YA|Homebrew||wiimote, nunchuk
D8ZA|Homebrew||wiimote, nunchuk
D91A|Homebrew||
D93A|Homebrew||wiimote, nunchuk
D94A|Homebrew||wiimote, nunchuk
D95A|Homebrew||wiimote, nunchuk
D96A|Homebrew||wiimote, nunchuk
D97A|Homebrew||wiimote, nunchuk
D98A|Homebrew||wiimote, nunchuk
D99A|Homebrew||wiimote, nunchuk
D9BA|Homebrew||wiimote, nunchuk
D9CA|Homebrew||wiimote, nunchuk
D9FA|Homebrew||wiimote, nunchuk
D9GA|Homebrew||wiimote, nunchuk
D9IA|Homebrew||wiimote, nunchuk
D9KA|Homebrew||wiimote, nunchuk
D9LA|Homebrew||wiimote, nunchuk
DA1A|Homebrew||wiimote, nunchuk
DA2A|Homebrew||wiimote, nunchuk
DA3A|Homebrew||wiimote, nunchuk
DA4A|Homebrew||
DA6A|Homebrew||wiimote, nunchuk
DA7A|Homebrew||wiimote, nunchuk
DA8A|Homebrew||wiimote, nunchuk
DA9A|Homebrew||wiimote, nunchuk
DAAA|Homebrew||wiimote, nunchuk
DAHA|Homebrew||wiimote, nunchuk
DAMA|Homebrew||wiimote, nunchuk
DAPA|Homebrew||wiimote, nunchuk
DARA|Homebrew||wiimote, nunchuk
DASA|Homebrew||wiimote, nunchuk
DATA|Homebrew||wiimote, nunchuk
DATD|Homebrew||wiimote, nunchuk
DAVA|Homebrew||wiimote, nunchuk
DAWA|Homebrew||wiimote, nunchuk
DB0A|Homebrew||wiimote, nunchuk
DB2A|Homebrew||wiimote, nunchuk
DB3A|Homebrew||wiimote, nunchuk
DB5A|Homebrew||
DB7A|Homebrew||wiimote, nunchuk
DB9A|Homebrew||wiimote, nunchuk
DBAA|Homebrew||wiimote, nunchuk
DBBA|Homebrew||wiimote, nunchuk
DBCA|Homebrew||wiimote, nunchuk
DBDA|Homebrew||wiimote, nunchuk
DBEA|Homebrew||wiimote, nunchuk
DBGA|Homebrew||wiimote, nunchuk
DBIA|Homebrew||wiimote, nunchuk
DBLA|Homebrew|emulator|wiimote, keyboard, nunchuk, classiccontroller, gamecube
DBMA|Homebrew|software|nunchuk
DBPA|Homebrew||wiimote, nunchuk
DBRA|Homebrew||wiimote, nunchuk
DBSA|Homebrew||wiimote, nunchuk
DBTA|Homebrew||wiimote, nunchuk
DBUA|Homebrew||wiimote, nunchuk
DBWA|Homebrew||wiimote, nunchuk
DBXA|Homebrew||wiimote, nunchuk
DC6A|Homebrew|emulator|wiimote, nunchuk, classiccontroller, keyboard
DC7A|Homebrew||wiimote, nunchuk
DCAA|Homebrew||wiimote, nunchuk
DCBA|Homebrew||wiimote, nunchuk
DCCA|Homebrew||wiimote, nunchuk
DCDA|Homebrew||wiimote, nunchuk
DCEA|Homebrew||wiimote, nunchuk
DCFA|Homebrew||wiimote, nunchuk
DCGA|Homebrew||
DCHA|Homebrew||wiimote, nunchuk
DCIA|Homebrew||wiimote, nunchuk
DCLA|Homebrew||wiimote, nunchuk
DCMA|Homebrew||
DCNA|Homebrew||wiimote, nunchuk
DCOA|Homebrew||wiimote, nunchuk
DCPA|Homebrew||wiimote, nunchuk
DCRA|Homebrew|action, shooter|wiimote, nunchuk
DCSA|Homebrew||wiimote, nunchuk
DCTA|Homebrew|action, platformer|wiimote, nunchuk, gamecube
DCUA|Homebrew||wiimote, nunchuk
DCVA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DCWA|Homebrew||wiimote, nunchuk
DCXA|Homebrew||wiimote, nunchuk
DCYA|Homebrew||wiimote, nunchuk
DD2A|Homebrew||wiimote, nunchuk
DD3A|Homebrew||wiimote, nunchuk
DD5A|Homebrew||
DD9A|Homebrew||wiimote, nunchuk
DDAA|Homebrew||wiimote, nunchuk
DDBA|Homebrew||wiimote, keyboard, nunchuk, classiccontroller, gamecube
DDCA|Homebrew||wiimote, nunchuk
DDDA|Homebrew||wiimote, nunchuk
DDEA|Homebrew||wiimote, nunchuk
DDFA|Homebrew||wiimote, nunchuk
DDHA|Homebrew||wiimote, nunchuk
DDIA|Homebrew||
DDLA|Homebrew||wiimote, nunchuk
DDMA|Homebrew||wiimote, nunchuk
DDOA|Homebrew||
DDRA|Homebrew||wiimote, gamecube, nunchuk
DDSA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DDVA|Homebrew||wiimote, nunchuk
DDWA|Homebrew||wiimote, nunchuk
DE2A|Homebrew||wiimote, nunchuk
DE5A|Homebrew||wiimote, nunchuk
DE7A|Homebrew||wiimote, nunchuk
DE9A|Homebrew||wiimote, nunchuk
DEAA|Homebrew||wiimote, nunchuk
DEBA|Homebrew||wiimote, nunchuk
DEDA|Homebrew||wiimote, nunchuk
DEEA|Homebrew||wiimote, nunchuk
DEFA|Homebrew||wiimote, nunchuk
DEHA|Homebrew||wiimote, nunchuk
DEME|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DEPA|Homebrew||wiimote, nunchuk
DERA|Homebrew||wiimote, nunchuk
DETA|Homebrew||wiimote, nunchuk
DEWA|Homebrew||wiimote, nunchuk
DF0A|Homebrew||wiimote, nunchuk
DF2A|Homebrew||
DF3A|Homebrew||wiimote, nunchuk
DF4A|Homebrew||wiimote, nunchuk
DF5A|Homebrew||wiimote, nunchuk
DF6A|Homebrew||wiimote, nunchuk
DF7A|Homebrew||wiimote, nunchuk
DF8A|Homebrew||wiimote, nunchuk
DF9A|Homebrew||wiimote, nunchuk
DFBA|Homebrew||wiimote, nunchuk
DFEA|Homebrew||wiimote, nunchuk
DFFA|Homebrew||wiimote, nunchuk
DFGA|Homebrew|action, shooter|wiimote, nunchuk, zapper
DFIA|Homebrew||wiimote, nunchuk
DFLA|Homebrew||wiimote, nunchuk
DFMA|Homebrew||wiimote, nunchuk
DFRA|Homebrew||wiimote, nunchuk
DFSA|Homebrew||wiimote, nunchuk
DFTA|Homebrew|software|wiimote, gamecube
DFUA|Homebrew|emulator|wiimote, keyboard, nunchuk
DG3A|Homebrew||wiimote, nunchuk
DG7A|Homebrew||wiimote, nunchuk
DG8A|Homebrew||wiimote, nunchuk
DG9A|Homebrew||wiimote, nunchuk
DGBA|Homebrew|multimedia|wiimote, nunchuk
DGCA|Homebrew||wiimote, nunchuk
DGEA|Homebrew||wiimote, nunchuk
DGFA|Homebrew||wiimote, nunchuk, classiccontroller, gamecube, guitar, keyboard
DGGA|Homebrew|action, platformer|wiimote, nunchuk
DGIA|Homebrew||wiimote, nunchuk
DGKA|Homebrew||wiimote, nunchuk
DGMA|Homebrew||
DGPA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DGSA|Homebrew||wiimote, nunchuk
DGWA|Homebrew||wiimote, nunchuk
DGXA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DH7A|Homebrew||wiimote, nunchuk
DH9A|Homebrew||wiimote, nunchuk
DHBA|Homebrew|software|wiimote, gamecube
DHCA|Homebrew||wiimote, nunchuk
DHDA|Homebrew||wiimote, nunchuk
DHEA|Homebrew|action, 3d platformer|wiimote, nunchuk
DHFA|Homebrew||wiimote, nunchuk
DHGA|Homebrew||wiimote, nunchuk, classiccontroller, gamecube
DHHA|Homebrew||wiimote, nunchuk
DHIA|Homebrew||wiimote, nunchuk
DHLA|Homebrew||wiimote, nunchuk
DHMA|Homebrew||wiimote, nunchuk
DHSA|Homebrew||wiimote, nunchuk
DHTA|Homebrew||wiimote, keyboard, nunchuk
DHWA|Homebrew||wiimote, nunchuk
DHXA|Homebrew||
DI5A|Homebrew||wiimote, nunchuk
DI7A|Homebrew||wiimote, nunchuk
DI8A|Homebrew||wiimote, nunchuk
DI9A|Homebrew||wiimote, nunchuk
DIBA|Homebrew||wiimote, nunchuk
DICA|Homebrew||wiimote, nunchuk
DIEA|Homebrew||wiimote, nunchuk
DIGA|Homebrew||wiimote, nunchuk
DIIA|Homebrew||
DIMA|Homebrew||wiimote, nunchuk
DINA|Homebrew|software|wiimote, mii, nunchuk
DIRA|Homebrew||wiimote, nunchuk
DISA|Homebrew||wiimote, nunchuk
DITA|Homebrew||wiimote, nunchuk
DIXA|Homebrew||wiimote, nunchuk
DJAA|Homebrew||wiimote, nunchuk
DJCA|Homebrew||wiimote, nunchuk
DJFA|Homebrew||wiimote, nunchuk
DJJA|Homebrew||wiimote, nunchuk
DJQA|Homebrew|puzzle|wiimote, gamecube, nunchuk
DJWA|Homebrew||wiimote, nunchuk
DJZA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DK1A|Homebrew||wiimote, nunchuk
DK3A|Homebrew||wiimote, nunchuk
DK4A|Homebrew||wiimote, nunchuk
DK6A|Homebrew||wiimote, nunchuk
DK7A|Homebrew||wiimote, nunchuk
DKBA|Homebrew||wiimote, nunchuk
DKCA|Homebrew||wiimote, nunchuk
DKDA|Homebrew||wiimote, nunchuk
DKHA|Homebrew||wiimote, nunchuk
DKKA|Homebrew||wiimote, nunchuk
DKOA|Homebrew||wiimote, nunchuk
DKPA|Homebrew||wiimote, nunchuk
DKSA|Homebrew||wiimote, nunchuk
DKTA|Homebrew||wiimote, nunchuk
DKWA|Homebrew||wiimote, nunchuk
DL3A|Homebrew||wiimote, nunchuk
DL4A|Homebrew||wiimote, nunchuk
DL5A|Homebrew||wiimote, nunchuk
DL7A|Homebrew||wiimote, nunchuk
DLBA|Homebrew|action, platformer|wiimote, nunchuk
DLCA|Homebrew||wiimote, nunchuk
DLDA|Homebrew||wiimote, nunchuk
DLEA|Homebrew||wiimote, nunchuk
DLFA|Homebrew||wiimote, nunchuk
DLGA|Homebrew||wiimote, nunchuk
DLIA|Homebrew||wiimote, nunchuk
DLLA|Homebrew||wiimote, nunchuk
DLMA|Homebrew||wiimote, nunchuk
DLNA|Homebrew||wiimote, nunchuk
DLOA|Homebrew||wiimote, nunchuk
DLPA|Homebrew||wiimote, nunchuk
DLTA|Homebrew||wiimote, nunchuk
DLUA|Homebrew||wiimote, nunchuk
DLXA|Homebrew||wiimote, nunchuk
DM0A|Homebrew||wiimote, nunchuk
DM5A|Homebrew||wiimote, nunchuk
DM7A|Homebrew||wiimote, nunchuk
DM9A|Homebrew||wiimote, nunchuk
DMAA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DMBA|Homebrew|software|wiimote, nunchuk, classiccontroller, gamecube
DMCA|Homebrew||wiimote, nunchuk
DMDA|Homebrew||wiimote, nunchuk
DMEA|Homebrew|software|wiimote, mii, nunchuk
DMFA|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DMGA|Homebrew||wiimote, classiccontroller, nunchuk, gamecube
DMHA|Homebrew||wiimote, nunchuk
DMIA|Homebrew||wiimote, nunchuk
DMJA|Homebrew|puzzle|wiimote, nunchuk
DMLA|Homebrew||wiimote, nunchuk, gamecube
DMMA|Homebrew|software|wiimote, nunchuk, classiccontroller, gamecube
DMNA|Homebrew||wiimote, nunchuk
DMOA|Homebrew||wiimote, nunchuk
DMPA|Homebrew|multimedia|wiimote, nunchuk
DMRA|Homebrew||wiimote, nunchuk
DMSA|Homebrew||wiimote, nunchuk
DMTA|Homebrew||wiimote, nunchuk
DMUA|Homebrew||wiimote, nunchuk
DMWA|Homebrew||wiimote, nunchuk
DN0A|Homebrew||wiimote, nunchuk
DN6A|Homebrew|emulator|wiimote, nunchuk, classiccontroller, gamecube
DN7A|Homebrew||wiimote, nunchuk
DN9A|Homebrew||wiimote, nunchuk
DNAA|Homebrew||wiimote, nunchuk
DNCA|Homebrew|emulator|wiimote, classiccontroller, nunchuk
DNDA|Homebrew|emulator|wiimote, gamecube, nunchuk, classiccontroller
DNEA|Homebrew||wiimote, nunchuk
DNGA|Homebrew||wiimote, nunchuk
DNHA|Homebrew||wiimote, nunchuk
DNIA|Homebrew||wiimote, nunchuk
DNKA|Homebrew||wiimote, nunchuk
DNMA|Homebrew||wiimote, nunchuk
DNNA|Homebrew||wiimote, nunchuk
DNOA|Homebrew||
DNPA|Homebrew||wiimote, nunchuk, classiccontroller
DNRA|Homebrew||wiimote, nunchuk
DNSA|Homebrew|action, shooter|wiimote, nunchuk, classiccontroller, gamecube
DNTA|Homebrew||wiimote, nunchuk
DNUA|Homebrew|software|wiimote
DNUT|Homebrew|software|wiimote
DNWA|Homebrew||wiimote, nunchuk
DO2A|Homebrew|emulator|wiimote, gamecube
DO3A|Homebrew||wiimote, nunchuk
DO4A|Homebrew||
DO5A|Homebrew||wiimote, nunchuk
DO6A|Homebrew||wiimote, nunchuk
DOCA|Homebrew||wiimote, nunchuk
DOEA|Homebrew||wiimote, nunchuk
DOGA|Homebrew||wiimote, nunchuk
DOHA|Homebrew||wiimote, nunchuk
DOIA|Homebrew||wiimote, nunchuk
DOMA|Homebrew||wiimote, nunchuk
DONA|Homebrew||wiimote, nunchuk
DOOA|Homebrew|action, first-person shooter|wiimote, nunchuk, classiccontroller, gamecube
DOPA|Homebrew||wiimote, nunchuk
DORA|Homebrew||wiimote, nunchuk
DOTA|Homebrew||wiimote, nunchuk
DP0A|Homebrew||wiimote, nunchuk
DP1A|Homebrew||wiimote, nunchuk
DP2A|Homebrew||wiimote, nunchuk
DP3A|Homebrew||wiimote, nunchuk
DP4A|Homebrew|arcade|wiimote, nunchuk
DP5A|Homebrew||wiimote, nunchuk
DP6A|Homebrew||wiimote, nunchuk
DP7A|Homebrew||wiimote, nunchuk
DP8A|Homebrew||wiimote, nunchuk
DP9A|Homebrew||wiimote, nunchuk
DPAA|Homebrew||wiimote, nunchuk
DPBA|Homebrew||wiimote, nunchuk
DPCA|Homebrew||wiimote, nunchuk
DPEA|Homebrew||wiimote, nunchuk
DPFA|Homebrew||wiimote, nunchuk
DPGA|Homebrew||wiimote, nunchuk
DPIA|Homebrew||wiimote, nunchuk
DPJA|Homebrew||wiimote, nunchuk
DPKA|Homebrew||wiimote, nunchuk
DPLA|Homebrew||wiimote, nunchuk, gamecube
DPMA|Homebrew||wiimote, nunchuk
DPNA|Homebrew||wiimote, nunchuk
DPOA|Homebrew||wiimote, nunchuk
DPPA|Homebrew|action, 2d platformer, shooter|wiimote, nunchuk
DPRA|Homebrew|action, shooter|wiimote, nunchuk
DPSA|Homebrew||wiimote, nunchuk
DPTA|Homebrew||wiimote, nunchuk
DPVA|Homebrew||wiimote, nunchuk
DPWA|Homebrew||wiimote, nunchuk
DQ1A|Homebrew||
DQ2A|Homebrew||
DQ6A|Homebrew||wiimote, nunchuk
DQ7A|Homebrew||wiimote, nunchuk
DQ8A|Homebrew||wiimote, nunchuk
DQ9A|Homebrew||
DQBA|Homebrew||wiimote, nunchuk
DQCA|Homebrew||
DQRA|Homebrew||
DQWA|Homebrew||wiimote, nunchuk
DR0A|Homebrew||wiimote, nunchuk
DR1A|Homebrew||wiimote, nunchuk
DR3A|Homebrew||wiimote, nunchuk
DR4A|Homebrew||wiimote, nunchuk
DR5A|Homebrew||wiimote, nunchuk
DR6A|Homebrew||wiimote, nunchuk
DR7A|Homebrew||wiimote, nunchuk
DR8A|Homebrew||wiimote, nunchuk
DR9A|Homebrew||wiimote, nunchuk
DRAA|Homebrew|emulator|wiimote, nunchuk, motionplus, classiccontroller, gamecube
DRBA|Homebrew||wiimote, nunchuk
DRCA|Homebrew||wiimote, nunchuk
DRDA|Homebrew||wiimote, nunchuk
DREA|Homebrew||wiimote, nunchuk
DRFA|Homebrew||wiimote, nunchuk
DRGA|Homebrew||wiimote, nunchuk
DRIA|Homebrew||wiimote, nunchuk
DRKA|Homebrew||wiimote, nunchuk
DRMA|Homebrew||wiimote, nunchuk
DROA|Homebrew||wiimote, nunchuk
DRPA|Homebrew||wiimote, nunchuk
DRRA|Homebrew||wiimote, nunchuk
DRSA|Homebrew||wiimote, nunchuk
DRTA|Homebrew||wiimote, nunchuk
DRUA|Homebrew||wiimote, nunchuk
DRVA|Homebrew||wiimote, nunchuk
DRWA|Homebrew||wiimote, nunchuk
DRZA|Homebrew||wiimote, nunchuk
DS0A|Homebrew||wiimote, nunchuk
DS1A|Homebrew||wiimote, nunchuk
DS2A|Homebrew||wiimote, nunchuk
DS3A|Homebrew||wiimote, nunchuk
DS4A|Homebrew||wiimote, nunchuk
DS5A|Homebrew||wiimote, nunchuk
DS6A|Homebrew||wiimote, nunchuk
DS7A|Homebrew||wiimote, nunchuk
DS8A|Homebrew||wiimote, nunchuk
DS9A|Homebrew||wiimote, nunchuk
DSAA|Homebrew||wiimote, nunchuk
DSBA|Homebrew||wiimote, nunchuk
DSCA|Homebrew||wiimote, nunchuk
DSDA|Homebrew|software|wiimote, nunchuk, classiccontroller, gamecube
DSEA|Homebrew||wiimote, nunchuk
DSFA|Homebrew||wiimote, nunchuk
