id|platform_type|genres|controllers
007E01|None||
091E00|None|software|wiimote, nunchuk
410E01|None|software|wiimote, gamecube, nunchuk
413E01|None|software|wiimote, nunchuk
D2AJAF|None||wiimote, nunchuk
D2SE18|None|sports|wiimote, nunchuk
D3DE18|None|sports|wiimote, nunchuk, motionplus
DASE4Q|None|adventure|wiimote, nunchuk
DAUEPZ|None|demo|wiimote, nunchuk
DAVE01|None|action, adventure|wiimote, nunchuk
DAXE01|None|adventure|wiimote, nunchuk, motionplus
DAXP01|None|action, adventure, demo|wiimote, nunchuk, motionplus
DBBE18|None|action, adventure|wiimote, nunchuk
DBKE69|None|action, puzzle|wiimote, nunchuk
DBKP69|None|action, puzzle|wiimote, nunchuk
DCAE18|None|horror, action, adventure, survival horror, demo|wiimote, nunchuk
DCHEAF|None|music, dance, rhythm|wiimote, nunchuk
DCHJAF|None|music, rhythm|wiimote, nunchuk
DD2P41|None|music, dance, demo|wiimote
DDWE18|None|action, platformer|wiimote, nunchuk
DDWX18|None|action, platformer|wiimote, nunchuk
DFNJ01|None|health, coaching, exercise, fitness, demo|wiimote, balanceboard, mii
DHHJ8J|None||wiimote, nunchuk
DHKE18|None|party, demo|wiimote, nunchuk
DK6E18|None|adventure, puzzle|wiimote, nunchuk, balanceboard
DK6J18|None|puzzle|wiimote, nunchuk, balanceboard
DMHE08|None|action, role-playing|wiimote, nunchuk, classiccontroller
DMHJ08|None|action, role-playing|wiimote, nunchuk, classiccontroller
DPIE18|None|party|wiimote, nunchuk
DQAJK2|None|sports, baseball|wiimote, nunchuk
DQGP69|None|racing, kart racing, demo|wiimote, nunchuk, classiccontroller, gamecube, wheel
DRME18|None|adventure, puzzle|wiimote, nunchuk
DSFE7U|None|action, adventure, role-playing|wiimote, nunchuk, classiccontroller, gamecube
DSRJ8P|None||wiimote, nunchuk
DTOJ8P|None||wiimote, nunchuk
DTZJ08|None|adventure, point-and-click|wiimote, nunchuk
DWEJA4|None|sports, soccer|wiimote, nunchuk
DWEPA4|None|sports, football, demo|wiimote, nunchuk
DXSE18|None|sports|wiimote, nunchuk
DZDE01|None|action, adventure|wiimote, nunchuk
DZDP01|None|action, adventure, demo|wiimote, nunchuk
R22E01|Wii|action, arcade|wiimote, motionplus, nunchuk
R22J01|Wii|action|wiimote, motionplus, nunchuk
R22P01|Wii|action|wiimote, motionplus
R23E52|Wii|action, adventure, platformer|wiimote, nunchuk
R23P52|Wii|action, adventure, platformer|wiimote
R24J01|Wii|action, adventure, platformer|wiimote, nunchuk
R25EWR|Wii|action, adventure|wiimote, nunchuk
R25PWR|Wii|action, adventure|wiimote, nunchuk, classiccontroller
R26E5G|Wii|arcade, compilation|wiimote, nunchuk
R27E54|Wii|adventure|wiimote, nunchuk
R27X54|Wii|action, adventure, platformer|wiimote, nunchuk
R28E54|Wii|sports, tennis|wiimote, nunchuk
R28P54|Wii|sports, tennis|wiimote, nunchuk
R29E52|Wii|action, sports, shooter, first-person shooter|wiimote, nunchuk, zapper
R29P52|Wii|sports, simulation|wiimote, nunchuk, zapper
R2AE7D|Wii|action, adventure|wiimote, nunchuk
R2AP7D|Wii|action, platformer|wiimote, nunchuk
R2AX7D|Wii|action, platformer|wiimote, nunchuk
R2DEEB|Wii|role-playing, board game|wiimote, nunchuk, classiccontroller, gamecube
R2DJEP|Wii|role-playing, party|wiimote, nunchuk, classiccontroller, gamecube
R2DPJW|Wii|role-playing, party|wiimote, nunchuk, classiccontroller, gamecube
R2EJ99|Wii|simulation, fishing|wiimote, nunchuk
R2FE5G|Wii|adventure|wiimote, nunchuk
R2FP70|Wii|adventure|wiimote, nunchuk
R2GEXJ|Wii|role-playing, action rpg|wiimote, nunchuk
R2GJAF|Wii|action, role-playing|wiimote, nunchuk
R2GP99|Wii|action, role-playing|wiimote, nunchuk
R2HE41|Wii|simulation, virtual pet|wiimote, nunchuk
R2IE69|Wii|sports, football|wiimote, nunchuk
R2IP69|Wii|sports|wiimote, nunchuk
R2JJAF|Wii|music|wiimote, nunchuk, drums
R2KE54|Wii|action, sports, boxing|wiimote, nunchuk, balanceboard
R2KP54|Wii|sports, boxing|wiimote, nunchuk, balanceboard
R2LJMS|Wii|music, rhythm|wiimote, nunchuk, balanceboard
R2ME20|Wii|action|wiimote, nunchuk
R2NE69|Wii|racing, kart racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
R2OE68|Wii|arcade, puzzle|wiimote, nunchuk
R2OP68|Wii|party|wiimote, nunchuk
R2PE9B|Wii|sports, golf|wiimote, nunchuk
R2PJ9B|Wii|sports, golf|wiimote, nunchuk
R2PKZ4|Wii|sports, golf|wiimote, nunchuk
R2PP99|Wii|sports, golf|wiimote
R2QJC0|Wii|simulation|wiimote, nunchuk
R2RE4F|Wii|simulation, virtual pet|wiimote, nunchuk
R2RP4F|Wii|simulation, virtual pet|wiimote, nunchuk
R2SE18|Wii|sports, hockey, ski, tennis, darts|wiimote, nunchuk
R2SJ18|Wii|sports|wiimote, nunchuk
R2SP18|Wii|sports, party|wiimote, nunchuk
R2TE41|Wii|action, fighting|wiimote, nunchuk, classiccontroller, gamecube
R2TP41|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
R2UE8P|Wii|music, rhythm, party|wiimote, nunchuk
R2UJ8P|Wii|action, music, rhythm, party|wiimote, nunchuk
R2UP8P|Wii|music, rhythm, party|wiimote, nunchuk
R2VE01|Wii|action, shooter, rail shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
R2VJ01|Wii|action, rail shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
R2VP01|Wii|action, rail shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
R2WEA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
R2WJA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
R2WPA4|Wii|sports, football|wiimote, nunchuk, classiccontroller
R2WXA4|Wii|sports|wiimote, nunchuk, classiccontroller
R2YE54|Wii|party|wiimote, nunchuk
R2YP54|Wii|party, puzzle|wiimote, nunchuk
R32J01|Wii|action, adventure, first-person shooter|wiimote, nunchuk
R33E69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R33P69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R34E69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R35JC8|Wii|role-playing, tactical rpg|wiimote, nunchuk, classiccontroller
R36E69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R36P69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R37E69|Wii|music|wiimote, guitar, nunchuk, microphone, drums
R38E78|Wii|action|wiimote, nunchuk
R38P78|Wii|action|wiimote, nunchuk
R38X78|Wii|action|wiimote, nunchuk
R38Y78|Wii|action|wiimote, nunchuk
R39EFP|Wii|sports, simulation, fishing|wiimote, nunchuk
R39PNK|Wii|simulation, fishing|wiimote, nunchuk
R3AE20|Wii|adventure, interactive fiction|wiimote, nunchuk
R3AP7J|Wii|adventure, interactive fiction|wiimote, nunchuk
R3BE8P|Wii|music, rhythm|wiimote, nunchuk, mii
R3BJ8P|Wii|music, rhythm|wiimote, nunchuk, mii
R3BP8P|Wii|music, rhythm|wiimote, nunchuk, mii
R3CE20|Wii|racing|wiimote, nunchuk
R3CP7J|Wii|racing|wiimote, nunchuk
R3DES5|Wii|pinball, arcade|wiimote, nunchuk
R3DPS5|Wii|pinball|wiimote, nunchuk
R3EEWR|Wii|sports, billiards, golf, party|wiimote, nunchuk
R3EPWR|Wii|sports, trivia, arcade, party|wiimote, nunchuk
R3FJA4|Wii|sports, baseball|wiimote, nunchuk, classiccontroller, gamecube
R3GXUG|Wii|sports, golf|wiimote, nunchuk, motionplus
R3HP6Z|Wii|action, platformer|wiimote, nunchuk
R3HX6Z|Wii|action, platformer|wiimote, nunchuk
R3IJ01|Wii|action, adventure, shooter|wiimote, nunchuk
R3JE5G|Wii|action, party|wiimote, nunchuk, balanceboard
R3KP6N|Wii|action|wiimote, nunchuk
R3LEWR|Wii|action, adventure|wiimote, nunchuk, classiccontroller
R3LPWR|Wii|action, adventure|wiimote, nunchuk, classiccontroller
R3ME01|Wii|action, adventure, first-person shooter, compilation|wiimote, nunchuk
R3MP01|Wii|action, adventure, shooter, first-person shooter, compilation|wiimote, nunchuk
R3NEXS|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
R3NPH3|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
R3OE01|Wii|action, shooter|wiimote, nunchuk
R3OJ01|Wii|action, adventure, shooter|wiimote
R3OP01|Wii|action, adventure, shooter|wiimote
R3PEWR|Wii|action, racing|wiimote, nunchuk, wheel
R3PJ52|Wii|racing|wiimote, nunchuk, wheel
R3PPWR|Wii|racing|wiimote, nunchuk, wheel
R3RE8P|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
R3RP8P|Wii|racing, kart racing|wiimote, mii, nunchuk, classiccontroller, wheel
R3SE52|Wii|action|wiimote, nunchuk
R3SP52|Wii|action, adventure|wiimote, nunchuk
R3TE54|Wii|sports, tennis|wiimote, nunchuk
R3TJG9|Wii|sports, tennis|wiimote, nunchuk
R3TP54|Wii|sports, tennis|wiimote, nunchuk
R3UJGD|Wii|educational|wiimote, nunchuk
R3VEFP|Wii|simulation, hunting|wiimote, nunchuk, zapper
R3VPNK|Wii|action, shooter|wiimote, nunchuk, zapper
R3XE6U|Wii|adventure|wiimote, nunchuk
R3XP6V|Wii|adventure|wiimote, nunchuk
R3YE70|Wii|adventure|wiimote, nunchuk
R3YP70|Wii|adventure|wiimote, nunchuk
R3ZE69|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R42E69|Wii|simulation, life simulation|wiimote, nunchuk
R42P69|Wii|simulation, life simulation|wiimote, nunchuk
R43E69|Wii|health, fitness|wiimote, nunchuk, balanceboard
R43J13|Wii|health, fitness|wiimote, nunchuk, balanceboard
R43P69|Wii|health, coaching, exercise, fitness|wiimote, nunchuk, balanceboard
R44J8P|Wii|adventure|wiimote, nunchuk
R46ENS|Wii|role-playing|wiimote, nunchuk, classiccontroller, gamecube
R46JKB|Wii|action, role-playing, tactical rpg|wiimote, nunchuk, classiccontroller, gamecube
R47E20|Wii|racing, off-road racing|wiimote, nunchuk, wheel
R47P20|Wii|racing, off-road racing|wiimote, nunchuk, wheel
R48E7D|Wii|action, adventure|wiimote, nunchuk
R48P7D|Wii|action, adventure|wiimote, nunchuk, classiccontroller
R49E01|Wii|action, music, platformer, 2d platformer, rhythm|wiimote, nunchuk
R49J01|Wii|action, platformer|wiimote, nunchuk
R49P01|Wii|action, platformer|wiimote, nunchuk
R4AE69|Wii|simulation|wiimote, nunchuk
R4AJ13|Wii|simulation, virtual pet, educational|wiimote, nunchuk
R4AP69|Wii|simulation|wiimote, nunchuk
R4BEJZ|Wii|sports, soccer|wiimote, nunchuk
R4BPGT|Wii|sports, arcade|wiimote, nunchuk
R4CE69|Wii|simulation, construction simulation|wiimote, nunchuk
R4CJ13|Wii|simulation, strategy, construction simulation|wiimote, nunchuk
R4CK69|Wii|simulation, construction simulation|wiimote, nunchuk
R4CP69|Wii|simulation, strategy, construction simulation|wiimote, nunchuk
R4DDUS|Wii|adventure|wiimote, nunchuk
R4EE01|Wii|adventure, simulation|wiimote, nunchuk, classiccontroller, wiispeak
R4EJ01|Wii|simulation|wiimote, nunchuk
R4EP01|Wii|simulation, health, coaching|wiimote, classiccontroller, wiispeak
R4FE20|Wii|adventure|wiimote, nunchuk
R4FP7J|Wii|adventure|wiimote, nunchuk
R4IPNK|Wii|racing|wiimote, nunchuk, wheel
R4LPUG|Wii|sports, party|wiimote, nunchuk
R4LXUG|Wii|sports, party|wiimote, nunchuk
R4MJ0Q|Wii||wiimote, nunchuk
R4NE5G|Wii|music|wiimote, nunchuk
R4NP5G|Wii|music, rhythm|wiimote, nunchuk
R4NX5G|Wii|music, rhythm|wiimote, nunchuk
R4PE69|Wii|simulation, life simulation, virtual pet|wiimote, nunchuk
R4PP69|Wii|simulation, life simulation, virtual pet|wiimote, nunchuk
R4QE01|Wii|action, sports, soccer|wiimote, nunchuk
R4QJ01|Wii|action, sports, soccer|wiimote, nunchuk
R4QK01|Wii|sports, soccer|wiimote, nunchuk
R4QP01|Wii|sports, football|wiimote, nunchuk
R4RE69|Wii|sports, soccer|wiimote, nunchuk, motionplus, classiccontroller
R4RJ13|Wii|sports, soccer|wiimote, nunchuk, classiccontroller, gamecube
R4RK69|Wii|sports, soccer|wiimote, nunchuk
R4RP69|Wii|sports, football|wiimote, nunchuk, classiccontroller, gamecube
R4RR69|Wii|sports, soccer|wiimote, nunchuk
R4RX69|Wii|sports, football|wiimote, nunchuk, classiccontroller, gamecube
R4RY69|Wii|sports, football|wiimote, nunchuk, classiccontroller, gamecube
R4RZ69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller, gamecube
R4SE54|Wii|sports, baseball|wiimote, nunchuk
R4VEA4|Wii|educational|wiimote, microphone, nunchuk
R4VJA4|Wii|adventure, educational|wiimote, microphone, nunchuk
R4WJA4|Wii|sports, baseball|wiimote, nunchuk, classiccontroller, gamecube
R4YJ2M|Wii|action|wiimote, nunchuk
R4ZJ01|Wii|action, survival horror|wiimote, nunchuk
R52E08|Wii|puzzle|wiimote, nunchuk
R52P08|Wii|puzzle|wiimote, nunchuk
R53PFH|Wii|music|wiimote, nunchuk
R54FMR|Wii|party, puzzle|wiimote, nunchuk
R55P41|Wii|trivia|wiimote, nunchuk
R56EG9|Wii|action|wiimote, nunchuk
R56PG9|Wii|action|wiimote, nunchuk
R57FMR|Wii|party, puzzle|wiimote, nunchuk
R58DMR|Wii|music, karaoke|wiimote, microphone
R58FMR|Wii|music, karaoke|wiimote, microphone
R58IMR|Wii|music, karaoke|wiimote, microphone
R58PMR|Wii|music, karaoke|wiimote, microphone
R58SMR|Wii|music, karaoke|wiimote, microphone
R59D4Q|Wii|sports, party|wiimote
R59E4Q|Wii|sports, party|wiimote
R59P4Q|Wii|sports, party|wiimote
R5AE8P|Wii|action, adventure|wiimote, nunchuk
R5AP8P|Wii|action, adventure|wiimote, nunchuk
R5AX8P|Wii|action, adventure|wiimote, nunchuk
R5DE5G|Wii|action, adventure, platformer|wiimote, nunchuk
R5EPMR|Wii|party, puzzle|wiimote, nunchuk
R5FE41|Wii|sports, soccer|wiimote, nunchuk, motionplus, balanceboard
R5FP41|Wii|sports, football|wiimote, nunchuk, motionplus, balanceboard
R5GE78|Wii|trivia|wiimote, nunchuk
R5IE4Q|Wii|party|wiimote, nunchuk, 3dglasses
R5IP4Q|Wii|action, party|wiimote, nunchuk, 3dglasses
R5IR4Q|Wii|action, party|wiimote, nunchuk, 3dglasses
R5IX4Q|Wii|action, party|wiimote, nunchuk, 3dglasses
R5JES5|Wii|sports|wiimote, nunchuk
R5JPS5|Wii|sports|wiimote, nunchuk
R5MJAF|Wii|puzzle|wiimote, nunchuk
R5NJN9|Wii||wiimote, nunchuk
R5OENR|Wii|sports, party|wiimote, nunchuk
R5OXUG|Wii|sports, party|wiimote, nunchuk
R5PE69|Wii|action|wiimote, nunchuk
R5PJ13|Wii|adventure|wiimote, nunchuk
R5PP69|Wii|action, adventure|wiimote, nunchuk
R5PX69|Wii|action, adventure|wiimote, nunchuk
R5QPGT|Wii|party|wiimote, nunchuk
R5SERW|Wii|adventure, hidden object, point-and-click, puzzle|wiimote, nunchuk
R5TE69|Wii|sports, tennis|wiimote, nunchuk, motionplus
R5TJ13|Wii|sports|wiimote, nunchuk, motionplus
R5TP69|Wii|sports, tennis|wiimote, nunchuk, motionplus
R5UE41|Wii|action, adventure|wiimote, nunchuk
R5UP41|Wii|action, adventure|wiimote, nunchuk
R5VE41|Wii|action, adventure|wiimote, nunchuk, motionplus, balanceboard
R5VP41|Wii|action|wiimote, nunchuk, motionplus, balanceboard
R5VX41|Wii|action|wiimote, nunchuk, motionplus, balanceboard
R5WEA4|Wii|action, adventure, survival horror|wiimote, nunchuk
R5WJA4|Wii|action, survival horror|wiimote, nunchuk
R5XJ13|Wii|action, adventure, puzzle|wiimote, nunchuk
R5XP69|Wii|action, adventure, puzzle|wiimote, nunchuk
R5YD78|Wii|sports|wiimote, nunchuk, balanceboard
R5YE78|Wii|sports, simulation|wiimote, nunchuk, balanceboard
R5YP78|Wii|sports|wiimote, nunchuk, balanceboard
R62E4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
R62P4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
R63EG9|Wii|party|wiimote, nunchuk
R63PG9|Wii|party|wiimote, nunchuk
R64E01|Wii|music, health, rhythm, coaching|wiimote, mii, nunchuk, balanceboard
R64J01|Wii|music, health, rhythm, coaching|wiimote, mii, nunchuk, balanceboard
R64K01|Wii|music, health, rhythm, coaching|wiimote, nunchuk, mii, balanceboard
R64P01|Wii|music, health, rhythm, coaching|wiimote, mii, nunchuk, balanceboard
R65ENR|Wii|simulation, hunting|wiimote, nunchuk, zapper
R66E41|Wii|trivia, arcade, puzzle|wiimote, nunchuk
R67E6K|Wii|adventure|wiimote, nunchuk
R68E5G|Wii|sports, soccer, hockey|wiimote, nunchuk, balanceboard
R69E36|Wii|racing, off-road racing|wiimote, nunchuk, classiccontroller, wheel
R69P36|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
R6APPU|Wii|simulation|wiimote, nunchuk, balanceboard
R6BE78|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
R6BJ78|Wii|action, platformer|wiimote, nunchuk
R6BK78|Wii|action, platformer|wiimote, nunchuk
R6BP78|Wii|action, adventure, platformer, 3d platformer, puzzle|wiimote, nunchuk
R6BX78|Wii|action, platformer|wiimote, nunchuk
R6CEAF|Wii|sports, simulation|wiimote, nunchuk
R6CJAF|Wii|sports, simulation|wiimote, nunchuk
R6DFJW|Wii|educational|wiimote, nunchuk
R6EE41|Wii|trivia|wiimote, nunchuk
R6FE41|Wii|action|wiimote, nunchuk
R6FERS|Wii|action, party|wiimote, nunchuk
R6FP41|Wii|party|wiimote, nunchuk
R6GPMR|Wii|trivia, party|wiimote, nunchuk
R6HE54|Wii|adventure, educational|wiimote, nunchuk
R6HP54|Wii|adventure, educational|wiimote, nunchuk
R6IE54|Wii|sports, baseball, party|wiimote, nunchuk, motionplus
R6JJGD|Wii|action, adventure|wiimote, nunchuk
R6KP36|Wii|sports, cricket|wiimote, nunchuk
R6KU36|Wii|sports, cricket|wiimote, nunchuk
R6LEWR|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R6LPWR|Wii|music, rhythm|wiimote, guitar, nunchuk, microphone, drums
R6ME5Z|Wii|simulation, strategy|wiimote, nunchuk
R6MPML|Wii|simulation|wiimote, nunchuk
R6MXMR|Wii|simulation|wiimote, nunchuk
R6NE41|Wii|sports, snowboarding|wiimote, nunchuk, motionplus, balanceboard
R6NP41|Wii|sports, simulation|wiimote, nunchuk, motionplus, balanceboard
R6NY41|Wii|sports, simulation, snowboarding|wiimote, nunchuk, motionplus, balanceboard
R6OE78|Wii|racing|wiimote, nunchuk, wheel
R6OP78|Wii|racing|wiimote, nunchuk, wheel
R6OX78|Wii|racing|wiimote, nunchuk, wheel
R6QE69|Wii|action, adventure, simulation|wiimote, nunchuk
R6REJH|Wii|racing|wiimote, mii, nunchuk, classiccontroller, wheel
R6RPHH|Wii|racing|wiimote, mii, nunchuk, classiccontroller, wheel
R6TEA4|Wii|action|wiimote, nunchuk
R6TPA4|Wii|action|wiimote, nunchuk
R6VE4Z|Wii|sports, golf|wiimote, nunchuk
R6VPGN|Wii|sports, golf|wiimote, nunchuk
R6WE68|Wii|sports, bowling|wiimote, nunchuk
R6WP68|Wii|sports, bowling|wiimote, nunchuk
R6XE69|Wii|board game, compilation|wiimote, nunchuk
R6XP69|Wii|party, board game, compilation|wiimote, mii
R6YEXS|Wii|music, party|wiimote, nunchuk
R6YPH3|Wii|party|wiimote
R72E5G|Wii|simulation|wiimote, nunchuk
R72P5G|Wii|simulation, puzzle|wiimote, nunchuk
R74E20|Wii|action, shooter, third-person shooter|wiimote, nunchuk
R75E20|Wii|simulation|wiimote, nunchuk
R76E54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller, wiispeak
R76P54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller, wiispeak
R77JAF|Wii|role-playing, strategy, tactical rpg, turn-based strategy|wiimote, nunchuk, classiccontroller
R79JAF|Wii|action|wiimote, nunchuk
R7AE69|Wii|simulation, virtual pet|wiimote, nunchuk
R7AJ13|Wii|simulation|wiimote, nunchuk
R7AP69|Wii|simulation|wiimote, nunchuk
R7BE20|Wii|puzzle|wiimote, nunchuk
R7BP7J|Wii|action, arcade|wiimote, nunchuk
R7CJ01|Wii|adventure|wiimote, nunchuk
R7EE8P|Wii|action|wiimote, nunchuk, classiccontroller
R7EJ8P|Wii|action, adventure|wiimote, nunchuk, classiccontroller, gamecube
R7EP8P|Wii|action, platformer|wiimote, nunchuk, classiccontroller, gamecube
R7FEGD|Wii|action, role-playing|wiimote, nunchuk, classiccontroller
R7FJGD|Wii|role-playing|wiimote, nunchuk, classiccontroller
R7FPGD|Wii|role-playing|wiimote, nunchuk, classiccontroller
R7GEAF|Wii|action, adventure, platformer|wiimote, nunchuk, classiccontroller, gamecube
R7GJAF|Wii|action, platformer|wiimote, nunchuk, classiccontroller, gamecube
R7GPAF|Wii|action, adventure|wiimote, nunchuk, classiccontroller, gamecube
R7HE6K|Wii|action|wiimote, nunchuk
R7IE69|Wii|party|wiimote, nunchuk, balanceboard
R7IP69|Wii|party|wiimote, nunchuk, balanceboard
R7KE6K|Wii|puzzle|wiimote, nunchuk
R7LP7J|Wii|puzzle|wiimote, nunchuk
R7MPFR|Wii|music, rhythm, party|wiimote, nunchuk
R7MXFR|Wii|music, rhythm, party|wiimote, nunchuk
R7NE20|Wii|simulation, cooking|wiimote, nunchuk
R7OE54|Wii|sports, hockey|wiimote, nunchuk, motionplus, classiccontroller, wiispeak
R7OP54|Wii|sports, hockey|wiimote, nunchuk, motionplus, classiccontroller, wiispeak
R7PE01|Wii|action, sports, boxing|wiimote, nunchuk, balanceboard
R7PJ01|Wii|sports, boxing|wiimote, nunchuk, balanceboard
R7PP01|Wii|sports, fighting, boxing|wiimote, nunchuk, balanceboard
R7QE52|Wii|role-playing, strategy, cards|wiimote, nunchuk
R7RE52|Wii|sports, baseball|wiimote, nunchuk, classiccontroller
R7SE5G|Wii|adventure, hidden object, puzzle|wiimote, nunchuk
R7SP5G|Wii|adventure, point-and-click|wiimote, nunchuk
R7TFJW|Wii|sports, pétanque|wiimote, nunchuk
R7VEWR|Wii|party|wiimote, nunchuk, balanceboard
R7VPWR|Wii|party|wiimote, nunchuk, balanceboard
R7WE52|Wii|sports|wiimote, nunchuk, balanceboard
R7WP52|Wii|sports|wiimote, nunchuk, balanceboard
R7XE69|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
R7XJ13|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
R7XP69|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
R7YFMR|Wii|party|wiimote, nunchuk
R7ZE41|Wii|sports, party|wiimote, nunchuk, balanceboard
R7ZP41|Wii|party|wiimote, nunchuk, balanceboard
R82E52|Wii|simulation, virtual pet|wiimote, nunchuk
R82JG0|Wii||wiimote, nunchuk, drums
R82P52|Wii|simulation|wiimote, nunchuk
R83EA4|Wii|music, dance|wiimote, nunchuk
R83JA4|Wii|music, dance|wiimote, nunchuk
R83PA4|Wii|music, dance|wiimote, nunchuk
R84EE9|Wii|simulation, role-playing|wiimote, nunchuk, classiccontroller
R84J99|Wii|simulation, role-playing|wiimote, nunchuk, classiccontroller
R84P99|Wii|simulation, role-playing|wiimote, nunchuk, classiccontroller
R85EG9|Wii|action, adventure|wiimote, nunchuk
R85PG9|Wii|action|wiimote, nunchuk
R86E20|Wii|music, simulation, dance, rhythm|wiimote, nunchuk, balanceboard
R87EVN|Wii|racing|wiimote, nunchuk
R88J2L|Wii|party|wiimote, nunchuk
R89JEL|Wii|party|wiimote, nunchuk, balanceboard
R8AE01|Wii|action|wiimote, nunchuk
R8AJ01|Wii|action, adventure|wiimote, nunchuk
R8AP01|Wii|action, adventure|wiimote, nunchuk
R8BE41|Wii|simulation, party|wiimote, nunchuk, balanceboard
R8BP41|Wii|party|wiimote, nunchuk, balanceboard
R8DEA4|Wii|simulation, strategy, cards|wiimote, nunchuk
R8DJA4|Wii|strategy, cards|wiimote, nunchuk
R8DPA4|Wii|strategy, cards|wiimote, nunchuk
R8EJQC|Wii|action, role-playing, action rpg|wiimote, nunchuk, classiccontroller, nintendods
R8FES5|Wii|simulation, cooking, management simulation|wiimote, nunchuk
R8FJHA|Wii|simulation|wiimote, nunchuk
R8FPNP|Wii|simulation, cooking, business simulation|wiimote, nunchuk
R8GJC8|Wii|sports, racing, simulation, virtual pet|wiimote, nunchuk, balanceboard
R8GPC8|Wii|racing, simulation|wiimote, nunchuk, balanceboard
R8HE4Q|Wii|adventure, music|wiimote, nunchuk
R8HP4Q|Wii|adventure, music, rhythm|wiimote, nunchuk
R8HX4Q|Wii|adventure, music, rhythm|wiimote, nunchuk
R8HY4Q|Wii|adventure, music, rhythm|wiimote, nunchuk
R8HZ4Q|Wii|adventure, music, rhythm|wiimote, nunchuk
R8IE78|Wii|action, adventure|wiimote, nunchuk, motionplus, classiccontroller, gamecube
R8IP78|Wii|action, adventure|wiimote, nunchuk, motionplus, classiccontroller, gamecube
R8IS78|Wii|action, adventure|wiimote, nunchuk, motionplus, classiccontroller, gamecube
R8JEWR|Wii|action, adventure|wiimote, nunchuk
R8JPWR|Wii|action, adventure|wiimote, nunchuk
R8KPKM|Wii|sports, football|wiimote
R8LE20|Wii|action, shooter|wiimote, nunchuk, zapper
R8LP7J|Wii|action, shooter|wiimote, nunchuk, zapper
R8NEA4|Wii|sports, baseball|wiimote, nunchuk, motionplus
R8NJG0|Wii|sports, baseball|wiimote, nunchuk, motionplus
R8OE54|Wii|simulation|wiimote, nunchuk, balanceboard
R8OX54|Wii|simulation|wiimote, nunchuk, balanceboard
R8PE01|Wii|role-playing|wiimote, nunchuk
R8PJ01|Wii|action, role-playing, platformer|wiimote, nunchuk
R8PK01|Wii|action, adventure|wiimote
R8PP01|Wii|action, adventure, role-playing, platformer|wiimote
R8QPRT|Wii|trivia, party|wiimote, nunchuk
R8RP41|Wii|party|wiimote, nunchuk, balanceboard
R8SE41|Wii|sports, cricket, golf, volleyball, darts|wiimote, nunchuk, wheel
R8SP41|Wii|sports, party|wiimote, nunchuk
R8SX41|Wii|sports, party|wiimote, nunchuk
R8TENR|Wii|sports, billiards|wiimote, nunchuk
R8UXMR|Wii|party, educational|wiimote, nunchuk
R8VE41|Wii|simulation|wiimote, nunchuk
R8VP41|Wii|simulation|wiimote, nunchuk
R8XE52|Wii|action, first-person shooter|wiimote, nunchuk, zapper
R8XZ52|Wii|action, shooter|wiimote, nunchuk, zapper
R8YE52|Wii|simulation, hunting|wiimote, nunchuk
R8ZE8P|Wii|health, fitness|wiimote, nunchuk, balanceboard
R8ZPGT|Wii|health, coaching, exercise, fitness|wiimote, nunchuk, balanceboard
R92E01|Wii|strategy, real-time strategy, puzzle|wiimote, nunchuk
R92J01|Wii|strategy|wiimote, nunchuk
R92P01|Wii|strategy|wiimote, nunchuk
R94PMR|Wii|sports, party|wiimote, nunchuk
R94XMR|Wii|simulation|wiimote, nunchuk
R96EAF|Wii|action, platformer|wiimote, nunchuk, classiccontroller, gamecube
R96JAF|Wii|action, platformer|wiimote, nunchuk, classiccontroller, gamecube
R96KAF|Wii|action, adventure|wiimote, nunchuk, classiccontroller, gamecube
